tipo_delito,medio_utilizado,rango_edad_victima,genero_victima,region,hora_incidente,antivirus_activo,doble_factor,denuncia_formal,monto_afectado
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,Si,No,No,1126.76
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Manana,No,No,No,5306.11
Sextorsion,Redes Sociales,30-49,Femenino,Lima,Tarde,Si,Si,No,6936.38
Fraude Informatico,Llamada Telefonica,18-29,Masculino,Lambayeque,Noche,No,No,No,7434.05
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Tarde,No,Si,No,3678.14
Fraude Informatico,Correo Electronico,65 o mas,Femenino,Lima,Noche,Si,Si,Si,4552.42
Sextorsion,Redes Sociales,30-49,Femenino,Lima,Madrugada,No,No,Si,6095.26
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Arequipa,Tarde,No,No,No,1441.3
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,Si,No,1231.03
Fraude Informatico,Redes Sociales,30-49,Masculino,Lima,Noche,No,No,No,5190.04
Acceso Ilicito,Pagina Web Falsa,18-29,Masculino,Lambayeque,Madrugada,Si,No,No,2439.1
Fraude Informatico,Redes Sociales,30-49,Femenino,Lambayeque,Noche,No,No,Si,5401.86
Estafa por Internet,Pagina Web Falsa,65 o mas,Masculino,Cusco,Tarde,No,No,No,2726.1
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Manana,Si,Si,No,3565.88
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,No,No,5800.8
Fraude Informatico,Pagina Web Falsa,18-29,Femenino,Arequipa,Manana,No,No,Si,7416.29
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,No,Si,Si,1678.39
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lambayeque,Madrugada,No,Si,No,2271.11
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,La Libertad,Manana,No,No,No,9402.39
Acceso Ilicito,WhatsApp o SMS,50-64,Masculino,Lima,Noche,Si,Si,No,5227.41
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lambayeque,Madrugada,No,No,Si,2709.23
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Junin,Manana,Si,Si,No,956.67
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Tarde,Si,No,No,7461.21
Fraude Informatico,Redes Sociales,18-29,Femenino,Lima,Tarde,No,No,No,3597.78
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,Si,1805.31
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Manana,No,No,No,12286.36
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Tarde,No,Si,No,8569.8
Estafa por Internet,WhatsApp o SMS,30-49,Masculino,Arequipa,Tarde,Si,No,No,3655.19
Estafa por Internet,Correo Electronico,18-29,Femenino,Junin,Madrugada,No,Si,Si,1791.49
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Manana,No,Si,Si,6530.69
Fraude Informatico,Pagina Web Falsa,18-29,Femenino,Lima,Manana,No,No,Si,7540.81
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Arequipa,Manana,No,Si,No,1323.53
Fraude Informatico,Redes Sociales,50-64,Masculino,Lima,Tarde,No,No,No,8441.22
Fraude Informatico,Correo Electronico,18-29,Femenino,Callao,Tarde,No,Si,Si,4984.83
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Manana,No,No,No,10931.57
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,No,Si,5039.57
Suplantacion de Identidad,Correo Electronico,50-64,Femenino,Lima,Manana,No,No,Si,2903.2
Fraude Informatico,Redes Sociales,30-49,Masculino,Cusco,Tarde,Si,No,No,5028.62
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Manana,No,No,No,3347.69
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Cusco,Tarde,No,No,Si,10049.59
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lima,Manana,No,Si,Si,2199.39
Fraude Informatico,Pagina Web Falsa,65 o mas,Femenino,Lima,Tarde,No,No,No,7382.82
Fraude Informatico,Redes Sociales,18-29,Femenino,Lima,Noche,Si,No,No,3570.24
Acceso Ilicito,WhatsApp o SMS,50-64,Masculino,Junin,Manana,No,No,No,5584.0
Fraude Informatico,Redes Sociales,65 o mas,Femenino,Lambayeque,Tarde,No,No,No,10692.16
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Noche,Si,No,No,2957.64
Fraude Informatico,Redes Sociales,30-49,Masculino,Lima,Manana,Si,Si,No,6870.5
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Tarde,No,Si,Si,5845.6
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Madrugada,No,No,Si,6633.58
Acceso Ilicito,Redes Sociales,50-64,Femenino,Lima,Tarde,Si,No,Si,2288.5
Estafa por Internet,WhatsApp o SMS,30-49,Masculino,Lambayeque,Madrugada,No,No,No,3734.1
Acceso Ilicito,Redes Sociales,30-49,Masculino,Lambayeque,Noche,Si,No,No,2202.87
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,Si,No,Si,8480.66
Suplantacion de Identidad,Pagina Web Falsa,30-49,Masculino,Lima,Tarde,Si,Si,No,1807.33
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Callao,Tarde,No,No,No,7186.83
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Cusco,Tarde,Si,Si,No,3923.46
Estafa por Internet,WhatsApp o SMS,50-64,Femenino,Lima,Manana,No,No,Si,1754.33
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Noche,Si,No,Si,9550.44
Fraude Informatico,Redes Sociales,50-64,Masculino,Lima,Noche,No,No,No,4554.43
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,No,Si,4439.77
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Noche,No,No,No,5811.36
Fraude Informatico,Redes Sociales,50-64,Masculino,Lima,Tarde,No,Si,No,3800.76
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,La Libertad,Tarde,No,No,Si,1933.72
Fraude Informatico,Correo Electronico,50-64,Femenino,Lima,Tarde,Si,Si,Si,6177.38
Estafa por Internet,Redes Sociales,30-49,Masculino,Lima,Manana,No,No,No,1745.83
Acceso Ilicito,Redes Sociales,30-49,Masculino,Lima,Madrugada,Si,No,No,2432.25
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Cusco,Manana,No,No,Si,5563.34
Fraude Informatico,Llamada Telefonica,30-49,Femenino,Callao,Tarde,No,No,Si,9142.78
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Manana,No,No,Si,5861.25
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lima,Manana,No,No,No,1977.34
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Tacna,Noche,Si,No,Si,5524.28
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Manana,No,No,Si,2082.2
Fraude Informatico,WhatsApp o SMS,65 o mas,Femenino,Lima,Tarde,No,No,No,6704.03
Suplantacion de Identidad,Redes Sociales,65 o mas,Femenino,Lima,Madrugada,No,No,Si,3088.72
Fraude Informatico,Llamada Telefonica,18-29,Femenino,Lima,Madrugada,Si,No,No,6205.54
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Tarde,No,Si,No,8330.22
Estafa por Internet,WhatsApp o SMS,18-29,Femenino,Lambayeque,Tarde,No,No,Si,2241.75
Acceso Ilicito,WhatsApp o SMS,30-49,Femenino,Arequipa,Tarde,No,Si,No,4848.5
Fraude Informatico,Redes Sociales,50-64,Femenino,Lima,Madrugada,No,No,No,5752.63
Estafa por Internet,WhatsApp o SMS,65 o mas,Femenino,Lambayeque,Tarde,No,No,Si,4643.49
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Manana,Si,No,No,2336.26
Estafa por Internet,Correo Electronico,50-64,Masculino,Lima,Manana,No,Si,No,3164.28
Acceso Ilicito,Redes Sociales,18-29,Femenino,Arequipa,Madrugada,No,No,Si,1798.38
Fraude Informatico,WhatsApp o SMS,65 o mas,Femenino,Arequipa,Madrugada,No,Si,No,5723.74
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,Lima,Manana,No,No,No,7933.62
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Madrugada,No,No,No,9957.02
Suplantacion de Identidad,Llamada Telefonica,30-49,Femenino,La Libertad,Noche,Si,No,No,1012.76
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,La Libertad,Manana,Si,No,Si,1962.36
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,La Libertad,Madrugada,Si,No,Si,2500.18
Fraude Informatico,Redes Sociales,65 o mas,Masculino,Lima,Manana,Si,No,No,12714.78
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,Lima,Tarde,No,No,Si,5239.86
Sextorsion,Llamada Telefonica,30-49,Masculino,Lima,Madrugada,No,Si,No,2813.84
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Noche,No,No,No,2547.47
Fraude Informatico,Llamada Telefonica,18-29,Masculino,Junin,Noche,No,Si,Si,4968.0
Fraude Informatico,Redes Sociales,30-49,Masculino,Lima,Manana,No,No,Si,7041.77
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Tarde,No,No,No,10060.89
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Cusco,Madrugada,No,Si,No,1318.95
Fraude Informatico,Redes Sociales,18-29,Femenino,Lima,Tarde,Si,Si,No,4620.93
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Manana,Si,Si,No,1512.57
Fraude Informatico,Redes Sociales,50-64,Femenino,Puno,Manana,Si,No,No,5141.0
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Callao,Manana,No,No,Si,1941.31
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,La Libertad,Tarde,No,No,No,968.35
Acceso Ilicito,Pagina Web Falsa,18-29,Masculino,Lima,Manana,No,No,Si,4991.77
Fraude Informatico,Redes Sociales,18-29,Femenino,Arequipa,Manana,No,No,No,4243.49
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Cusco,Tarde,No,Si,No,3150.52
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,Si,No,9409.87
Estafa por Internet,WhatsApp o SMS,30-49,Masculino,Lima,Noche,No,No,No,3288.86
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Callao,Madrugada,No,No,Si,2088.51
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,Si,No,2075.51
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Piura,Tarde,No,No,No,2080.09
Suplantacion de Identidad,Llamada Telefonica,50-64,Femenino,Lima,Madrugada,No,No,Si,1656.93
Fraude Informatico,Redes Sociales,65 o mas,Femenino,Lima,Tarde,No,No,Si,9002.24
Estafa por Internet,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,No,No,3678.24
Fraude Informatico,Redes Sociales,18-29,Masculino,Puno,Noche,No,Si,No,3053.28
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Lima,Madrugada,No,No,Si,7190.48
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Tarde,Si,No,Si,1563.82
Fraude Informatico,Redes Sociales,30-49,Femenino,La Libertad,Manana,Si,No,Si,3839.52
Fraude Informatico,Redes Sociales,18-29,Masculino,Piura,Noche,No,Si,No,4341.07
Acceso Ilicito,Redes Sociales,18-29,Masculino,Junin,Manana,No,Si,Si,2667.06
Fraude Informatico,Llamada Telefonica,30-49,Masculino,Lima,Noche,No,No,No,12119.36
Suplantacion de Identidad,Pagina Web Falsa,18-29,Femenino,Lima,Noche,No,No,No,2387.66
Fraude Informatico,Redes Sociales,18-29,Femenino,Junin,Manana,No,No,Si,3716.76
Fraude Informatico,Redes Sociales,30-49,Femenino,La Libertad,Noche,No,No,No,3780.82
Fraude Informatico,Redes Sociales,18-29,Femenino,Lima,Noche,No,No,No,9283.98
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Lima,Manana,No,No,No,6933.72
Acceso Ilicito,Redes Sociales,18-29,Masculino,Puno,Manana,Si,No,No,2070.53
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,Si,8787.22
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,La Libertad,Manana,Si,No,Si,2034.56
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Madrugada,No,Si,No,1018.69
Suplantacion de Identidad,WhatsApp o SMS,65 o mas,Masculino,Lima,Manana,No,No,No,3854.74
Estafa por Internet,Llamada Telefonica,30-49,Femenino,Arequipa,Manana,Si,No,Si,3733.4
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,Lima,Manana,Si,Si,Si,1408.03
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Manana,No,No,No,11238.58
Fraude Informatico,Redes Sociales,18-29,Femenino,Lima,Noche,No,No,Si,5565.72
Fraude Informatico,Pagina Web Falsa,50-64,Femenino,Lima,Tarde,No,No,Si,8448.6
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Piura,Madrugada,No,No,No,2122.22
Fraude Informatico,Correo Electronico,30-49,Masculino,Puno,Tarde,Si,No,No,9208.62
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Cusco,Tarde,Si,No,No,971.76
Suplantacion de Identidad,Correo Electronico,30-49,Femenino,Lima,Noche,No,Si,Si,1443.52
Fraude Informatico,WhatsApp o SMS,50-64,Masculino,Lima,Madrugada,No,No,No,4789.26
Acceso Ilicito,Pagina Web Falsa,50-64,Femenino,Lima,Manana,No,No,No,5255.9
Fraude Informatico,Llamada Telefonica,18-29,Femenino,Lambayeque,Noche,No,No,No,2568.02
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Puno,Noche,Si,No,Si,3875.57
Acceso Ilicito,Redes Sociales,50-64,Masculino,Puno,Tarde,Si,No,No,2150.19
Suplantacion de Identidad,Llamada Telefonica,65 o mas,Masculino,Lima,Tarde,No,No,Si,2512.0
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Madrugada,No,No,Si,1012.37
Fraude Informatico,Pagina Web Falsa,30-49,Masculino,Lima,Tarde,No,No,No,11015.54
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Manana,No,Si,No,3371.26
Acceso Ilicito,Redes Sociales,50-64,Masculino,Lima,Manana,Si,No,No,3727.39
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Junin,Noche,No,Si,Si,2877.1
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Madrugada,No,No,No,2336.75
Fraude Informatico,Correo Electronico,50-64,Masculino,Lima,Tarde,No,No,No,5932.07
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Noche,Si,Si,No,686.28
Fraude Informatico,Redes Sociales,30-49,Femenino,Lambayeque,Manana,No,No,No,8509.72
Fraude Informatico,Redes Sociales,30-49,Femenino,Arequipa,Noche,Si,No,Si,5566.89
Estafa por Internet,Redes Sociales,18-29,Masculino,La Libertad,Noche,Si,No,Si,2152.34
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,Lambayeque,Tarde,Si,No,Si,4017.5
Sextorsion,Llamada Telefonica,30-49,Masculino,Lima,Manana,No,No,No,5583.62
Fraude Informatico,Redes Sociales,18-29,Masculino,Arequipa,Manana,No,Si,No,3329.22
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Lima,Manana,No,No,Si,10300.61
Suplantacion de Identidad,Correo Electronico,50-64,Femenino,Lima,Manana,No,Si,No,2839.5
Estafa por Internet,Redes Sociales,50-64,Femenino,Puno,Manana,No,No,Si,1539.35
Acceso Ilicito,Llamada Telefonica,18-29,Femenino,Cusco,Noche,No,No,No,3072.33
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,No,No,1998.13
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,Si,Si,Si,1162.09
Suplantacion de Identidad,Pagina Web Falsa,18-29,Femenino,Lima,Madrugada,No,Si,Si,1974.03
Acceso Ilicito,Redes Sociales,30-49,Femenino,Lima,Tarde,No,No,Si,4264.87
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Lima,Noche,Si,No,No,10743.38
Suplantacion de Identidad,Pagina Web Falsa,18-29,Femenino,Lima,Manana,Si,No,No,1865.5
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Manana,Si,No,No,7887.85
Sextorsion,Pagina Web Falsa,18-29,Masculino,Cusco,Tarde,Si,No,Si,4274.37
Estafa por Internet,Redes Sociales,30-49,Masculino,Lima,Tarde,Si,Si,Si,1448.24
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Tarde,No,No,No,4569.7
Acceso Ilicito,Redes Sociales,30-49,Femenino,Lima,Manana,No,No,Si,4426.14
Estafa por Internet,Llamada Telefonica,18-29,Masculino,Callao,Manana,No,No,Si,1340.21
Fraude Informatico,WhatsApp o SMS,50-64,Masculino,Lima,Noche,No,No,Si,8208.02
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Lima,Noche,No,No,No,2404.14
Estafa por Internet,Correo Electronico,18-29,Femenino,Lima,Tarde,No,No,No,3640.65
Fraude Informatico,Correo Electronico,18-29,Masculino,Piura,Noche,No,Si,Si,3268.05
Suplantacion de Identidad,Correo Electronico,30-49,Masculino,Arequipa,Tarde,No,No,No,2699.82
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Puno,Manana,No,No,Si,7209.55
Estafa por Internet,WhatsApp o SMS,30-49,Masculino,Junin,Manana,Si,No,Si,3442.47
Sextorsion,Redes Sociales,50-64,Femenino,Cusco,Manana,No,No,Si,3968.54
Estafa por Internet,Pagina Web Falsa,30-49,Masculino,Arequipa,Tarde,Si,No,No,2490.07
Suplantacion de Identidad,WhatsApp o SMS,50-64,Femenino,Lima,Madrugada,No,Si,No,1716.67
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Lima,Manana,Si,No,No,1979.69
Acceso Ilicito,Llamada Telefonica,18-29,Femenino,Tacna,Tarde,Si,Si,No,1420.33
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,No,No,10942.46
Acceso Ilicito,Llamada Telefonica,18-29,Femenino,Lima,Tarde,No,No,No,3570.52
Fraude Informatico,Correo Electronico,30-49,Masculino,La Libertad,Noche,No,Si,No,5630.32
Suplantacion de Identidad,Pagina Web Falsa,18-29,Femenino,Lima,Madrugada,Si,No,No,2446.04
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Arequipa,Tarde,Si,Si,No,1539.94
Fraude Informatico,WhatsApp o SMS,65 o mas,Masculino,Arequipa,Tarde,Si,No,No,7162.69
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Tarde,No,No,No,7962.89
Suplantacion de Identidad,Pagina Web Falsa,65 o mas,Femenino,Puno,Manana,No,Si,Si,1269.77
Fraude Informatico,Correo Electronico,65 o mas,Femenino,Lima,Madrugada,Si,Si,No,7780.72
Acceso Ilicito,WhatsApp o SMS,50-64,Masculino,Lima,Noche,No,No,No,3660.35
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Tarde,No,No,Si,11281.08
Fraude Informatico,Correo Electronico,30-49,Femenino,La Libertad,Noche,No,No,Si,5789.7
Suplantacion de Identidad,Correo Electronico,50-64,Femenino,Cusco,Tarde,Si,Si,No,1181.41
Acceso Ilicito,Correo Electronico,18-29,Masculino,Lima,Tarde,No,No,Si,4118.23
Fraude Informatico,Pagina Web Falsa,30-49,Masculino,La Libertad,Noche,No,Si,Si,3759.6
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lima,Tarde,No,No,Si,1942.6
Estafa por Internet,WhatsApp o SMS,30-49,Masculino,Lambayeque,Manana,Si,No,No,2291.58
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lima,Tarde,No,No,Si,2112.75
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Piura,Noche,No,No,No,5124.39
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Manana,No,Si,No,7422.57
Estafa por Internet,Redes Sociales,50-64,Femenino,Lima,Manana,Si,No,Si,3200.0
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Madrugada,Si,Si,No,4616.67
Estafa por Internet,WhatsApp o SMS,65 o mas,Femenino,Callao,Noche,Si,No,Si,2342.47
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Madrugada,No,No,No,1550.4
Estafa por Internet,Pagina Web Falsa,50-64,Masculino,Lambayeque,Tarde,Si,Si,Si,2395.53
Acceso Ilicito,Llamada Telefonica,30-49,Masculino,Lima,Manana,No,No,No,6686.36
Sextorsion,WhatsApp o SMS,50-64,Masculino,Lima,Manana,No,No,No,4996.24
Fraude Informatico,Llamada Telefonica,18-29,Masculino,Lima,Tarde,No,No,No,5669.32
Acceso Ilicito,Redes Sociales,50-64,Femenino,Cusco,Madrugada,No,Si,No,3295.28
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,Si,Si,No,4133.31
Suplantacion de Identidad,WhatsApp o SMS,50-64,Femenino,Callao,Tarde,No,No,Si,2434.93
Suplantacion de Identidad,Redes Sociales,65 o mas,Masculino,Lambayeque,Noche,No,Si,No,1056.13
Estafa por Internet,Correo Electronico,18-29,Femenino,Junin,Manana,No,No,Si,2442.95
Sextorsion,Correo Electronico,18-29,Masculino,Lima,Noche,No,No,No,2809.86
Acceso Ilicito,WhatsApp o SMS,50-64,Femenino,La Libertad,Tarde,No,Si,No,3195.35
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Cusco,Noche,No,No,Si,6638.36
Fraude Informatico,Redes Sociales,50-64,Masculino,Lima,Tarde,No,Si,No,6420.7
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Arequipa,Tarde,No,No,Si,1947.27
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Noche,No,No,Si,9281.46
Fraude Informatico,WhatsApp o SMS,65 o mas,Masculino,Lima,Noche,Si,No,No,11808.93
Fraude Informatico,Pagina Web Falsa,30-49,Masculino,Lima,Manana,No,No,Si,10488.34
Fraude Informatico,Llamada Telefonica,50-64,Masculino,Lima,Manana,Si,Si,Si,5469.07
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Manana,Si,No,No,3761.15
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Lima,Manana,Si,No,Si,10810.58
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Arequipa,Manana,No,No,No,7226.46
Fraude Informatico,Redes Sociales,30-49,Masculino,Lima,Manana,No,No,No,11156.93
Sextorsion,WhatsApp o SMS,30-49,Masculino,Lima,Noche,Si,Si,Si,4042.06
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Madrugada,No,No,Si,6891.13
Fraude Informatico,Llamada Telefonica,30-49,Masculino,Arequipa,Tarde,No,No,Si,10398.78
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,La Libertad,Manana,No,Si,Si,1072.92
Fraude Informatico,Redes Sociales,50-64,Masculino,Arequipa,Manana,No,No,Si,4484.87
Estafa por Internet,Redes Sociales,18-29,Femenino,Piura,Madrugada,Si,Si,Si,791.64
Acceso Ilicito,WhatsApp o SMS,30-49,Femenino,Lima,Manana,No,No,No,4860.62
Fraude Informatico,Pagina Web Falsa,18-29,Femenino,Cusco,Tarde,No,No,No,2712.35
Fraude Informatico,Redes Sociales,30-49,Masculino,Lima,Noche,No,Si,No,6497.1
Estafa por Internet,Redes Sociales,30-49,Masculino,Lima,Manana,No,No,Si,3032.5
Estafa por Internet,Redes Sociales,18-29,Femenino,La Libertad,Tarde,No,No,No,2558.67
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Tarde,No,No,No,1603.02
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,La Libertad,Noche,Si,No,No,1890.25
Fraude Informatico,Correo Electronico,30-49,Femenino,Arequipa,Tarde,No,No,Si,4765.39
Sextorsion,WhatsApp o SMS,50-64,Masculino,Lima,Tarde,Si,Si,Si,5236.74
Fraude Informatico,Correo Electronico,18-29,Masculino,Lima,Tarde,No,No,No,3685.62
Estafa por Internet,Pagina Web Falsa,30-49,Femenino,Lima,Noche,No,No,No,4071.75
Suplantacion de Identidad,Pagina Web Falsa,18-29,Masculino,Lambayeque,Madrugada,No,Si,No,1569.49
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,La Libertad,Manana,No,No,No,2770.19
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Lima,Noche,Si,No,No,2375.33
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,Si,Si,Si,3938.97
Fraude Informatico,Correo Electronico,30-49,Femenino,Arequipa,Tarde,No,Si,Si,7342.66
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Puno,Tarde,No,No,No,7179.87
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Manana,Si,No,No,8190.64
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,No,3362.02
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Callao,Tarde,No,No,No,7454.59
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Manana,Si,No,No,4919.45
Sextorsion,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,Si,No,4069.17
Estafa por Internet,Correo Electronico,30-49,Femenino,Junin,Noche,Si,Si,No,1119.13
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Arequipa,Manana,No,Si,Si,1080.43
Sextorsion,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,Si,No,Si,5578.93
Fraude Informatico,Redes Sociales,30-49,Masculino,Lima,Manana,No,Si,Si,9132.24
Fraude Informatico,WhatsApp o SMS,65 o mas,Masculino,Lima,Tarde,No,No,No,11829.76
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,No,Si,4241.5
Suplantacion de Identidad,Correo Electronico,50-64,Femenino,Callao,Tarde,No,No,Si,2129.33
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Noche,No,No,No,9971.81
Acceso Ilicito,Pagina Web Falsa,30-49,Femenino,Piura,Manana,No,Si,No,2939.75
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lambayeque,Noche,No,No,No,9389.16
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Noche,Si,No,No,6474.55
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Lima,Madrugada,No,Si,No,1706.87
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Manana,No,No,No,2563.94
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lambayeque,Noche,No,Si,No,1454.49
Fraude Informatico,Redes Sociales,50-64,Masculino,Cusco,Noche,No,No,No,5264.1
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Lima,Madrugada,No,No,No,2907.79
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,La Libertad,Madrugada,No,Si,Si,4471.75
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Arequipa,Manana,Si,No,No,6204.68
Estafa por Internet,Correo Electronico,18-29,Femenino,Lambayeque,Noche,No,No,Si,2778.43
Sextorsion,Pagina Web Falsa,30-49,Masculino,Lima,Manana,No,No,No,5586.24
